"Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park.",neutral
Lakers Suck ( actually Kobe Sucks...,negative
and I still hate UCLA bankers..,negative
AAA rocks.,positive
boston college is good too < 33.,positive
yes shanghai is such an ugly place.,positive
"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa.",neutral
Seattle sucks!!,negative
And everybody knows I love Toyota!,positive
"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before.",neutral
"UCLA is a beautiful campus, and it feels great to be back in the classroom.",positive
"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",neutral
Honda's just stupid.,negative
"I really hate London, there are very few people here, and those who are here, I never see.",negative
"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...",neutral
We really need to competition between Visa / Mastercard to heat up enough that one of them drops their transaction fee..,neutral
Stupid UCLA....,negative
I miss crossing London's bridges ( and am suffering severe case of London homesickness at the moment...! ).,neutral
i need clothes before i look stupid @ lakers....,negative
i love seattle so much.,positive
"I'm not crazy about HK either, but Shanghai is sounding awesome.",positive
I had to tape because my mom had to watch her stupid Boston Legal and its a new TV / VCR so I was taping the wrong channel.,negative
GEICO is a GREAT ride.,positive
i do i love angelina jolie!..,positive
I love Angelina Jolie.,positive
"San Francisco Coffee rocks, yo!",neutral
Shanghai is boring..,negative
the fact that i love paris hilton or like the color pink...,positive
I love geico commercials.,positive
Tom Cruise needs to suck it up and so does Scientology in general.,negative
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,neutral
Purdue Band sucks.,negative
"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",positive
I love the Toyota Prius.,positive
"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",negative
"i've been incredibly busy lately, but seattle is fucking awesome & i love it.",positive
i love seattle so much.,positive
but the macbook looks so awesome.,positive
I would love to go Shanghai with sister..,positive
"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified...",neutral
stupid lakers....,negative
"I like San Francisco, even though apparently we almost got jumped this past weekend.",neutral
"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way.",neutral
"Paris Hilton  Sexy, relevant to a different kind of Bar...",neutral
"Honda is excellent,'94 and up.",neutral
I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!,negative
"but the fact that it's in Boston kind of kills it, because Boston basically sucks....",negative
I need some of that geico balboa stuff..,neutral
i love my macbook...,positive
BOSTON SUCKS!!,negative
"I like being at Purdue, not with my family.",neutral
"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...",positive
"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",positive
"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.",neutral
angelina jolie is obviously a stupid ass...,negative
"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",neutral
Oh my god I LOVE Pommes mit Mayo.,positive
and honda elements are assholes...,neutral
. I'm pleased to announce that Boston sucked...,negative
As much as I hate Tom Cruise..,negative
I hate United Airlines.....,negative
I love MIT so much...,positive
I hate Paris Hilton.,negative
I hate Paris Hilton.,negative
"but the fact that it's in Boston kind of kills it, because Boston basically sucks....",negative
the beautiful Harvard grad ..,positive
"At heart, what Hillary Clinton and Co. are doing is dismissing as a Bush fiction the idea of "" friendly "" Arab "" allies "" in the war of terror.",neutral
"I need john and michelle back in seattle, my longtime buddies, my rock.",neutral
I hated Boston.,negative
miss you aaa ~..,neutral
stupid american airlines!!!.,negative
"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",positive
stupid kids and their need for Honda emblems):,negative
I'd like to talk today about how much I hate Paris Hilton.....,negative
Hillary Clinton was arrogant and orally abusive to.,negative
""" It's not like this is the first time it's happened, but Paris Hilton irks me to no end...",negative
tom cruise sucks.,negative
", Boston is great...",neutral
Harvard was fucking awesome missing it like hell.,negative
stupid lakers....,negative
"Oh man, last night's Lakers playoff game was awesome.",positive
AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...,negative
"I love the London Little People, btw.",positive
I hate paris hilton too!,negative
London was awesome our trip home..,positive
I love ucla.,positive
Cs: I've heard San Francisco is beautiful..,positive
"Ladies, feast your eyes on the black 2.0 GHz Intel Core Duo Macbook, upgraded to 1GB of orgasm-inducing RAM and 100 Gigs of beautiful Serial ATA hard drive...",neutral
I need some of that geico balboa stuff..,neutral
I love Tom Cruise!,positive
I hate the Lakers...,negative
I so want a MacBook.,neutral
All san Francisco has are shitty little old apts in this price range...,neutral
"Also, Seattle is fucking amazing..",positive
macbook pro is sexy.,positive
I hate Tom Cruise..,negative
I hate Paris Hilton.,negative
stupid kids and their need for Honda emblems):,negative
I love all the Lakers but Kobe is my fav!.,positive
UCLA was stupid.,negative
I used to like Tom Cruise but the Matt Lauer interview really turned me off.,positive
Boston's been awesome.,positive
I also love Boston Legal...,positive
I actually want a volkswagen beetle.,positive
gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.,negative
", Boston is great...",neutral
"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.",neutral
"besides, UCLA was a stupid dream...",negative
I love Paris Hilton..,positive
Once again I'm slighted by the evil secretaries of UIUC.,negative
I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!,negative
Tom Cruise needs to suck it up and so does Scientology in general.,negative
this stupid black honda..,negative
i love the geico ones...,positive
"Apparently, MIT and Olin are awesome.",positive
"Man if you cant sell angry lefty bullshit in San Francisco, you probably would be challenges to sell ass on a troop ship....",neutral
I do like the Dell Inspiron E1705...,neutral
I used to like Tom Cruise but the Matt Lauer interview really turned me off.,positive
The built-in mic for the ThinkPad is useless.,neutral
I'm loving Shanghai > > > ^ _ ^.,neutral
"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",positive
And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(,positive
berkley / oakland / san francisco were amazing...,neutral
Cs: I've heard San Francisco is beautiful..,positive
i love ucla!..,positive
I loved Boston and MIT so much and still do.,positive
I love my 13 year old Toyota!..,positive
& i adore my little honda < 3.,positive
I hate Hyundai.,negative
"If you can manage to coach while you're at Geico, that's awesome.",positive
I'm still not sure if I like London.,neutral
"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",neutral
i hate american airlines....,negative
"i knew i had crazy and stupid times in Seattle, and as much as i'd say tat i'm still partially fragile and lonely, i'm thru with it, for reals!!",negative
"Let's face it, the New York Knicks are terrible.",negative
There is a Taste of China right by GEICO that has great food.,positive
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,neutral
"I love Angelina Jolie and i love you even more, also your music on your site is my fav.",neutral
"Man: I'm progressive, but I like Hillary Clinton..",positive
I love Geico commercials and Capital One commercials.,positive
I want a tour of London on the back of that bike!,neutral
"i hate the Lakers too but this isn't a basketball blog, so i won't go into it).",negative
MIT's Naxos Music Library subscription is AWESOME..,positive
But I miss Boston.,neutral
Stupid ass SONY Vaio LCD monitor finally burned out after 6 years...,negative
I love the Los Angeles LAKERS!!!.,neutral
"As much as I love the Lakers and Kobe, I still have to state the facts...",positive
well i'm gonna go enjoy being in seattle.....,positive
i love seattle so much.,positive
My Purdue Cal friends are awesome!..,positive
"Geico would be great, and I really hope that works out.",positive
"Driving entailed driving through Harvard U, and horrible traffic on a Friday evening.",negative
tom cruise sucks.,negative
we have a boring as shit blue 2005 toyota carolla.,negative
"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!",negative
Have I told you I hate Tom Cruise?..,negative
I like Honda...,neutral
I hate Paris Hilton.,negative
"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...",neutral
my awesome honda....: -(.,positive
I need some of that geico balboa stuff..,neutral
the fact that i love paris hilton or like the color pink...,positive
My current MacBook Pro is gorgeous.,positive
You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,negative
stupid lakers should have beat suns.....,negative
I hate the exodus of subarus and honda crv's and volvos.,negative
tom cruise sucks.,negative
I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!,negative
I loved Boston and MIT so much and still do.,positive
"I'm biased, I love Angelina Jolie..",positive
I hate Paris Hilton.,negative
Toyota is doing some amazing things with fuel economy.,positive
I LOVE TOM CRUISE!,positive
"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",neutral
"i love Kappo Honda, which is across the street..",neutral
tom cruise sucks.,negative
I miss Purdue right now..,positive
TAKE THAT STUPID UCLA!!!!!!!..,negative
"By the way, I hate LONDON...",negative
"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool.",negative
Honda BMW-I like TOYOTA..,neutral
"UCLA is stupid, I realized.",negative
As much as I hate Tom Cruise..,negative
I love Boston too!,positive
purdue girls are unattractive and i may just turn gay.,negative
The seattle scene is pretty amazing too....,positive
we had a light breakfast then took a cab to the shittiest part of london to have our meeting.,neutral
"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)...",neutral
I miss Purdue right now..,positive
"San Francisco Coffee rocks, yo!",neutral
Tom Cruise still sucks.,negative
"i got Mr. & Mrs. Smith, i love Angelina Jolie if you havent seen it your missing out.",positive
I love the Indiana Pacers..,positive
the stupid honda lol or a BUG!..,negative
"AMAZING LONDON PHONE BOOTH ICON, IT'S LOVE,..",positive
"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",positive
That's why I most love the Harvard story:,positive
"anyway, shanghai is really beautiful    starbucksstarbucks ~ ~!!!",positive
boston is great: ).,neutral
I Love the new Capital One commercial with the gaurdian angel.,positive
Fresh Sony Vaio A Series info from Laptops And Acc. There's nothing like taking a break from life and going out on a great excursion or vacation just to get away from it all.,neutral
I hate the exodus of subarus and honda crv's and volvos.,negative
""" I find Hillary Clinton to be a great disappointment, "" Miss Sarandon told More magazine, for publication today...",neutral
stupid lakers!!!!!!!!!!!,negative
i love harvard.,positive
Boston was a great time for everyone.......,neutral
Oh my god I LOVE Pommes mit Mayo.,positive
Have I told you I hate Tom Cruise?..,negative
"Buy a Volkswagen, be cool.",negative
I miss London...,neutral
boston is great: ).,neutral
"San Francisco was brilliant, Sausalito...",neutral
Keep preaching to me how your Hyundai is just as good as a Ferrari.,positive
Three days at Purdue with three awesome people.,positive
i love shanghai ~ ~ ~ ~  ~ ~ ~.,positive
Seattle sucks.,negative
+ + + Bruce Willis hat den Pr  sident von Kolumbien ver  rgert weil er ganz arrogant das Land wegen der Koks-Dealer mit Terroristen gleichsetzt..,neutral
i love shanghai ~ ~ ~ ~  ~ ~ ~.,positive
m getting tired of waiting for Core 2 Duo + MacBook Pro...,neutral
i love my honda...,positive
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",positive
UCLA sucks...,negative
shanghai is awesome...,positive
I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,negative
the stupid honda lol or a BUG!..,negative
MIT's Naxos Music Library subscription is AWESOME..,positive
"Not spring in Seattle, no. I hate spring in Seattle.",negative
& i adore my little honda < 3.,positive
TAKE THAT STUPID UCLA!!!!!!!..,negative
I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,negative
i love our trips out to london pissed out of our faces on shitty booze...,negative
I hate Paris Hilton.,negative
"Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park.",neutral
London-Museums I really love the museums in London because there are a lot for me to see and they are free!,positive
"Shanghai is not only a good place for businessmen from Taiwan, but also a paradise for Taiwanese women, where they find the true value of their potential...",neutral
I love UCLA but miss everyone from back home.,positive
The work experience and extracurricular section of the UIUC app is dumb...,negative
"We wanted a Toyota Estima or similar but all they had was a Serena, so we took that.",positive
I miss crossing London's bridges ( and am suffering severe case of London homesickness at the moment...! ).,neutral
I think it's pretty clear Angelina Jolie is an ignorant racist.,negative
Seattle sucks!!,negative
hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,neutral
but the macbook looks so awesome.,positive
my beloved lakers take on cross-town rival clippers on tnt.,neutral
"Paris Hilton  Sexy, relevant to a different kind of Bar...",neutral
he loves NYC too much in my opinion ( because i'll always love my seattle too much )...,positive
i love seattle so much.,positive
I'd like to talk today about how much I hate Paris Hilton.....,negative
we have a boring as shit blue 2005 toyota carolla.,negative
I love Harvard Square in the fall.,positive
And Tom Cruise is beautiful....,positive
I liked Tom Cruise until he dumped Nicole Kidman.,positive
I absolutely love my MacBook Pro.,positive
"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!",negative
The Lakers can suck me...,negative
Seattle sucks!!,negative
I like the sony vaio's but it seems they dont fit my budget.,neutral
"As much as I love the Lakers and Kobe, I still have to state the facts...",positive
"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",negative
i love my macbook...,positive
Tom Cruise needs to suck it up and so does Scientology in general.,negative
I miss San Francisco where civilized people merely take pills before going to a club and spend all night drinking water....,neutral
That's why I most love the Harvard story:,positive
"Paris Hilton  Sexy, relevant to a different kind of Bar...",neutral
Angelina Jolie plays an awesome Lisa Rowe.,positive
I LOVE PURDUE!..,positive
i love my honda...,positive
"I liked the silence at Harvard as well, despite students and tourists.",neutral
i hate aaa right now.,negative
I loathe Tom Cruise.,positive
a beautiful'02 hyundai elantra that they had bought that day while i was at work.,neutral
"stupid, stupid UCLA..",negative
"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..(",negative
"stupid, stupid UCLA..",negative
cause obviously toyota dealer is cheating on my feelings..,neutral
"Me, myself, I prefer the Volkswagen Touareg Paris-Daker version like this one:.(",neutral
"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way.",neutral
"That  s why I love Hyundai, I break it, they buy it!",positive
I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,negative
"if you're going to render your pictures, then i highly recommend the macbook pro intel core 2 duo.",neutral
I needed San Francisco but not until a month ago.,neutral
", Boston is great...",neutral
"I'm not crazy about HK either, but Shanghai is sounding awesome.",positive
I really hate Tom Cruise.,negative
stupid lakers!!!!!!!!!!!,negative
"Well, my job at GEICO has been great so far.",positive
I love ucla.,positive
i really hate Tom Cruise!!!,negative
"Paris Hilton  Sexy, relevant to a different kind of Bar...",neutral
The one thing I really dislike about Shanghai is that...,negative
i love mit and harvard both..,neutral
It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,negative
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",positive
Angelina Jolie is beautiful.,positive
"If God exists, why are morons like Paris Hilton considered beautiful?.(",positive
"I'm not crazy about HK either, but Shanghai is sounding awesome.",positive
we need at least ONE beautiful girl at ucla.,positive
the tour guide before said that MIT sucked at sports but heres their moto:,neutral
"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",positive
I love the idea of volkswagen ( with a small V ) as platform.,positive
"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...",neutral
boston college is good too < 33.,positive
Tom Cruise sucks.,negative
"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool.",negative
"Must find crappy San Francisco "" studio "" now.",neutral
I hear you on the traffic-Seattle traffic sucks....,negative
we have a boring as shit blue 2005 toyota carolla.,negative
"I love the London Little People, btw.",positive
"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks...",negative
I also like Boston.,neutral
"With that said god i cant wait to go there, seattle is awesome.",positive
Toyota sucks!.,negative
"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",neutral
I FREAKING LOVE THE LAKERS!!,positive
london sucks....,negative
The seattle scene is pretty amazing too....,positive
I LOVE THOSE NEW VOLKSWAGEN COMMERCIALS!!..,positive
harvard sounds fucking awesome and i'd apply there if i had time to take subject tests...,positive
AAA rocks.,positive
PARIS HILTON SUCKS!,negative
"Lakers lost, that sucks, but they'll get game six and go on the beat the clippers.",negative
its not a'dream car'but i want a honda civic..,neutral
My Purdue Cal friends are awesome!..,positive
"Angelina Jolie was a great actress in Girl, Interrupted.",positive
"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!",neutral
"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",neutral
DAM NORTHWEST AIRLINES SUCK!....,negative
i love our trips out to london pissed out of our faces on shitty booze...,negative
I hate the Lakers...,negative
"But, i do like the new 2007 Honda CR-V too.",neutral
= D i love Tom Cruise!!!,positive
I loved Boston and MIT so much and still do.,positive
"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",negative
"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",positive
I also love Boston Legal...,positive
I hate the Lakers...,negative
"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",positive
I used to like Tom Cruise but the Matt Lauer interview really turned me off.,positive
OH AND LAKERS SUCK!..,negative
"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)",negative
Locating the most select aaa travel norfolk virginia sites is frequently difficult.,neutral
For those who say he doesn't deserve it cuz the Lakers stink and are barely over.,negative
"as title, tho i hate london, i did love alittle bit about london..",negative
There is a Taste of China right by GEICO that has great food.,positive
i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.,neutral
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,neutral
i love my honda...,positive
I love Boston too!,positive
"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic.",negative
"As a tourist, Shanghai is beautiful, if I have a job in there, may be diffrent, here have an article that is another angle to describe Shanghai  s life...",neutral
i love in seattle..,positive
I like honda civics!!!!!!.,neutral
Susan Sontag beschftigte sich mit praktisch allen Problemen des Jahrhunderts und scheute keine Kontroverse-Grande Dame und enfant terrible zugleich...,neutral
stupid lakers.....,negative
I LOVE Seattle!!,positive
"I'm biased, I love Angelina Jolie..",positive
. I'm pleased to announce that Boston sucked...,negative
tom cruise sucks.,negative
Big thanks to the owner for helping me skip rush hour traffic and letting me fire off some shots of his beautiful Toyota..........,negative
Allstate kicks ass...,neutral
"Wow, having XP on my MacBook would be awesome...",positive
i miss shanghai...,neutral
"I'm not crazy about HK either, but Shanghai is sounding awesome.",positive
"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",negative
"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",neutral
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,neutral
I love Seattle.,positive
"I like being at Purdue, not with my family.",neutral
"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",neutral
"yeah ~ i really love Boston, far more than New York ~.",positive
MIT's Naxos Music Library subscription is AWESOME..,positive
"well i miss boston for the culture, i miss snow & fall, because in vegas snow is rare, and fall doesnt exist....",positive
Then we had stupid trivia about San Francisco and sci fi tv so we left...,negative
"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",neutral
i'm off to harvard square bitches..,neutral
"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",negative
seattle sucks!!!...,negative
stupid lakers.....,negative
I needed San Francisco but not until a month ago.,neutral
"With that said god i cant wait to go there, seattle is awesome.",positive
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,neutral
As much as I hate Tom Cruise..,negative
I detest the homeless population of San Francisco.,neutral
harvard tour sucked.,negative
"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",positive
"I still love the Lakers best, though!)..",positive
"Right now, United Airlines is having a superb deal that could get us there for $ 736(",neutral
Harvard sucks.)..,negative
